ID_ARTICLE;NOM_ARTICLE;PRIX_ACHAT;VOLUME;TITRAGE;NOM_COULEUR;NOM_TYPE;NOM_MARQUE;NOM_FABRICANT;NOM_PAYS;NOM_CONTINENT
246;Twisted Thistle IPA;1,69;33;5,3;NULL;Ale;Belhaven;NULL;ROYAUME-UNI;Europe
247;Bendorf #5 Stout à la Framboise;1,85;33;7;Brune;Stout;Bendorf;NULL;FRANCE;Europe
248;Bendorf #7 Porter au Cacao;1,47;33;6;Brune;Stout;Bendorf;NULL;FRANCE;Europe
249;Neudorf Red Ale;1,91;33;6;NULL;Ale;Bendorf;NULL;FRANCE;Europe
250;Rêve d’Etoiles;1,29;33;7;Brune;Indian Pale Ale;Bendorf;NULL;FRANCE;Europe
251;Berliner Kindl;1,96;33;3;Blanche;NULL;Berliner Kindl;NULL;ALLEMAGNE;Europe
252;Abbaye de St Bon Chien;1,8;33;11;Brune;NULL;BFM;NULL;SUISSE;Europe
253;Alex le Rouge;2,39;33;10,28;Brune;Stout;BFM;NULL;SUISSE;Europe
254;Brouette (la);1,92;33;5;Ambrée;Bio;BFM;NULL;SUISSE;Europe
255;Cuivrée (la);1,3;33;5,2;Blonde;Pils et Lager;BFM;NULL;SUISSE;Europe
256;Mandragore (la);2,98;33;8;Brune;NULL;BFM;NULL;SUISSE;Europe
257;Meule (la);1,6;33;6;Blonde;NULL;BFM;NULL;SUISSE;Europe
258;Procrastinator;2,04;33;9,9;NULL;Bock;BFM;NULL;SUISSE;Europe
259;Spike and Jerôme's;1,34;33;10,03;Brune;NULL;BFM;NULL;SUISSE;Europe
260;Torpille (la);1,14;33;7,5;Brune;NULL;BFM;NULL;SUISSE;Europe
261;XIV;1,64;33;7,5;Blanche;NULL;BFM;NULL;SUISSE;Europe
262;Agrumes of Love;1,97;33;5;Blonde;NULL;BHB;NULL;FRANCE;Europe
263;Belle Abeille;1;33;5,5;Ambrée;NULL;BHB;NULL;FRANCE;Europe
264;Teckel Bull;2,84;33;9,5;Brune;Stout;BHB;NULL;FRANCE;Europe
265;Bierataise Blonde Pur Malt;2,43;33;5,5;Blonde;NULL;Bièrataise;NULL;FRANCE;Europe
266;Rousse Pète;2,34;33;5,2;NULL;Ale;Bière de l'Ourcq;NULL;FRANCE;Europe
267;Blanche Amb'Ré (la);1,07;33;5,8;Ambrée;NULL;Bières de Ré;NULL;FRANCE;Europe
268;Blanche de Ré (la);2,2;33;5;Blanche;NULL;Bières de Ré;NULL;FRANCE;Europe
269;Déferlante (la);2,3;33;8;Blanche;NULL;Bières de Ré;NULL;FRANCE;Europe
270;Ecume de Ré (l');2,02;33;5;Brune;NULL;Bières de Ré;NULL;FRANCE;Europe
271;Système D Ambrée;2,77;33;6,5;Ambrée;NULL;Bières d'Uzès;NULL;FRANCE;Europe
272;Système D Blonde;2,95;33;6;Blonde;NULL;Bières d'Uzès;NULL;FRANCE;Europe
273;Système D Brune;2,58;33;6,5;Brune;NULL;Bières d'Uzès;NULL;FRANCE;Europe
274;08003 Barceloneta;2,98;33;2,9;Blonde;NULL;Birra 08;NULL;ESPAGNE;Europe
275;08015 Eixample;1,3;33;4,5;Ambrée;NULL;Birra 08;NULL;ESPAGNE;Europe
276;Ducale;2,09;33;8,5;Ambrée;NULL;Birra del Borgo;NULL;ITALIE;Europe
277;Equilibrista;1,94;33;10,9;NULL;NULL;Birra del Borgo;NULL;ITALIE;Europe
278;Extra Re Ale;2,23;33;6,4;Blonde;Ale;Birra del Borgo;NULL;ITALIE;Europe
279;Genziana;1,76;33;6,1;Blonde;NULL;Birra del Borgo;NULL;ITALIE;Europe
280;Hoppy Cat;2,15;33;5,8;Brune;Indian Pale Ale;Birra del Borgo;NULL;ITALIE;Europe
281;My Antonia;2,92;33;7,5;Blonde;Pils et Lager;Birra del Borgo;NULL;ITALIE;Europe
282;Prunus;2,89;33;5,8;NULL;Bière Aromatisée;Birra del Borgo;NULL;ITALIE;Europe
283;Re Ale;2,29;33;6,4;Blonde;Ale;Birra del Borgo;NULL;ITALIE;Europe
284;Rubus;2,62;33;5,8;NULL;Bière Aromatisée;Birra del Borgo;NULL;ITALIE;Europe
285;Stelle & Strisce;1,64;33;3,5;Blonde;NULL;Birra del Borgo;NULL;ITALIE;Europe
286;Empereur Ambrata;2,98;33;6;Ambrée;NULL;Birra Napoleon;NULL;ITALIE;Europe
287;Waterloo Rossa;2,45;33;4,5;Ambrée;NULL;Birra Napoleon;NULL;ITALIE;Europe
288;Moska Negra;1,07;33;4;Brune;Bière Aromatisée;Birrart;NULL;ESPAGNE;Europe
289;Moska Rossa;1,13;33;4,4;Blonde;NULL;Birrart;NULL;ESPAGNE;Europe
290;"Olmaia ""la 9"" (l')";2,53;33;6,5;Ambrée;NULL;Birrificio l'Olmaia;NULL;ITALIE;Europe
291;Bitburger Premium Pils;2,72;33;4,8;Blonde;Pils et Lager;Bitburger;NULL;ALLEMAGNE;Europe
292;Black Isle Porter;2,99;33;4,6;Brune;Stout;Black Isle Brasserie;NULL;ROYAUME-UNI;Europe
293;Black Isle Scotch Ale;1,8;33;6,2;Brune;NULL;Black Isle Brasserie;NULL;ROYAUME-UNI;Europe
294;Goldeneye Pale Ale;2,02;33;5,6;Blonde;NULL;Black Isle Brasserie;NULL;ROYAUME-UNI;Europe
295;Hibernator Oatmeal Stout;2,99;33;7;Brune;Stout;Black Isle Brasserie;NULL;ROYAUME-UNI;Europe
296;Red Kite Ale;1,51;33;4,2;Ambrée;NULL;Black Isle Brasserie;NULL;ROYAUME-UNI;Europe
297;Black Sheep Ale;1,65;33;4,4;NULL;Ale;Black Sheep Brasserie;NULL;ROYAUME-UNI;Europe
298;Black Sheep Imperial Stout;1,11;33;8,5;Brune;Stout;Black Sheep Brasserie;NULL;ROYAUME-UNI;Europe
299;Monty Python Holy Grail;2,97;33;4,7;NULL;Ale;Black Sheep Brasserie;NULL;ROYAUME-UNI;Europe
300;Bellegems Bruin;2,03;33;5,5;Brune;NULL;Bockor;NULL;BELGIQUE;Europe
301;Jacobins Framboise Max;1,92;33;3;NULL;Bière Aromatisée;Bockor;NULL;BELGIQUE;Europe
302;Jacobins Gueuze;2,64;33;5,5;Blonde;Lambic;Bockor;NULL;BELGIQUE;Europe
303;Hop Weiss;1,07;33;5;Blanche;NULL;Bodebrown;NULL;BRÉSIL;Amérique
304;De Koninck Gueuze;2,39;33;6;Blonde;Lambic;Boon (Palm);NULL;BELGIQUE;Europe
305;Duivels Bier;2,37;33;8;Ambrée;NULL;Boon (Palm);NULL;BELGIQUE;Europe
306;Faro Pertotale;2,18;33;5;Brune;Lambic;Boon (Palm);NULL;BELGIQUE;Europe
307;Oude Geuze Boon;2,13;33;6,5;Blonde;Lambic;Boon (Palm);NULL;BELGIQUE;Europe
308;Singha Premium Import Lager;1,73;33;6;Blonde;Pils et Lager;Boon Rawd Brasserie;NULL;THAÏLANDE;Asie
309;Bordelais Bière de Noël;1,13;33;6,5;Brune;NULL;Bordelais;NULL;FRANCE;Europe
310;Deus Brut des Flandres;2,62;33;11,5;Blonde;NULL;Bosteels;NULL;BELGIQUE;Europe
311;Kwak;1,99;33;8;Ambrée;NULL;Bosteels;NULL;BELGIQUE;Europe
312;Tripel Karmeliet;2,01;33;8;Blonde;NULL;Bosteels;NULL;BELGIQUE;Europe
313;Bourganel B'10;1,25;33;6,5;Brune;NULL;Bourganel;NULL;FRANCE;Europe
314;Vapeur Cochonne;2,93;33;9;Ambrée;NULL;Brasserie à Vapeur;NULL;BELGIQUE;Europe
315;Akerbeltz Ambrée (Gorrosta);2,87;33;5,5;Ambrée;NULL;Brasserie Akerbeltz;NULL;FRANCE;Europe
316;Akerbeltz Blanche (Xuria);2,96;33;4;Blanche;NULL;Brasserie Akerbeltz;NULL;FRANCE;Europe
317;Akerbeltz Blonde (Horaila);1,3;33;4;Blonde;NULL;Brasserie Akerbeltz;NULL;FRANCE;Europe
318;Bruno Pale Ale;1,38;33;5;Brune;NULL;Brasserie Ales Agullons;NULL;ESPAGNE;Europe
319;Aliénor Blonde;1,98;33;6,5;Blonde;NULL;Brasserie Aliénor;NULL;FRANCE;Europe
320;L & L Alphand Ambrée;2,7;33;5;Ambrée;NULL;Brasserie Alphand;NULL;FRANCE;Europe
321;L & L Alphand Blanche;1,55;33;5;Blanche;NULL;Brasserie Alphand;NULL;FRANCE;Europe
322;L & L Alphand Blonde;2,56;33;5;Blonde;NULL;Brasserie Alphand;NULL;FRANCE;Europe
323;Alvinne Tripel;1,99;33;8;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
324;Balthazar;1,85;33;9;Brune;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
325;De Eycken Balthazar;2,97;33;9;Brune;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
326;Extra IPA Restyled;1,97;33;7;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
327;Gaspar;2,22;33;8;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
328;Hop Trilogy Centennial;2,86;33;7,1;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
329;Hop Trilogy Colombus;2,67;33;7,1;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
330;Hop Trilogy Simcoe;1,29;33;7,1;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
331;Kerasus;2,78;33;6;NULL;Bière Aromatisée;Brasserie Alvinne;NULL;BELGIQUE;Europe
332;Mad Tom;2,83;33;4;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
333;Mano Negra;1,52;33;10;Brune;Stout;Brasserie Alvinne;NULL;BELGIQUE;Europe
334;Melchior;1,48;33;11;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
335;Morpheus Dark;2,88;33;10,2;Brune;Stout;Brasserie Alvinne;NULL;BELGIQUE;Europe
336;Niks Meer Nodig;2,38;33;10;Brune;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
337;Omega;2,02;33;6;NULL;Ale;Brasserie Alvinne;NULL;BELGIQUE;Europe
338;Phi;2,86;33;10;NULL;Ale;Brasserie Alvinne;NULL;BELGIQUE;Europe
339;Pipedream;1,76;33;7,8;Blonde;NULL;Brasserie Alvinne;NULL;BELGIQUE;Europe
340;Podge Belgian Stout;1,9;33;10,5;Brune;Stout;Brasserie Alvinne;NULL;BELGIQUE;Europe
341;Podge Bourgogne Oak Aged;1,31;33;10,5;Brune;Stout;Brasserie Alvinne;NULL;BELGIQUE;Europe
342;Aour Du;2,11;33;4;NULL;NULL;Brasserie An Alarc'h;NULL;FRANCE;Europe
343;Damruz;1,94;33;5;Ambrée;Bière Aromatisée;Brasserie An Alarc'h;NULL;FRANCE;Europe
344;Hini Du;1,66;33;4,7;Brune;Stout;Brasserie An Alarc'h;NULL;FRANCE;Europe
345;Kerzu;2,96;33;7;Brune;Stout;Brasserie An Alarc'h;NULL;FRANCE;Europe
346;Mallozh Ruz;2,6;33;5,6;Ambrée;NULL;Brasserie An Alarc'h;NULL;FRANCE;Europe
347;Mamm Douar;1,72;33;5;Blonde;NULL;Brasserie An Alarc'h;NULL;FRANCE;Europe
348;Melig;2,38;33;5;Blonde;NULL;Brasserie An Alarc'h;NULL;FRANCE;Europe
349;Tantad;1,05;33;5;Blonde;NULL;Brasserie An Alarc'h;NULL;FRANCE;Europe
350;St Glinglin Ambrée;2,9;33;6;Ambrée;NULL;Brasserie Artésienne;NULL;FRANCE;Europe
351;St Glinglin Houblon;2,08;33;6;Blonde;NULL;Brasserie Artésienne;NULL;FRANCE;Europe
352;St Glinglin Noël;1,63;33;6,6;Ambrée;Bière de Saison;Brasserie Artésienne;NULL;FRANCE;Europe
353;St Glinglin Triple;1,54;33;9;Blonde;NULL;Brasserie Artésienne;NULL;FRANCE;Europe
354;Amparo;1,2;33;5,5;Ambrée;NULL;Brasserie Artisanale des Vosges;NULL;FRANCE;Europe
355;Madelon (la);1,73;33;5,5;Blonde;NULL;Brasserie Artisanale des Vosges;NULL;FRANCE;Europe
356;Mousse Ambrée (la);2,07;33;5,5;Ambrée;NULL;Brasserie artisanale du Pays Rochelais;NULL;FRANCE;Europe
357;Mousse Blonde (la);1,7;33;4;Blonde;NULL;Brasserie artisanale du Pays Rochelais;NULL;FRANCE;Europe
358;Mousse Dorée (la);1,05;33;5,5;Blonde;NULL;Brasserie artisanale du Pays Rochelais;NULL;FRANCE;Europe
359;Chante-Saveurs;1,07;33;5,3;Brune;NULL;Brasserie Artisanale du Sud;NULL;FRANCE;Europe
360;Grihète n°7 Cuvée d'Exception;1,09;33;7;Blonde;NULL;Brasserie Artisanale du Sud;NULL;FRANCE;Europe
361;Mange-Soif Blanche de Soif;2,6;33;4,7;Blanche;NULL;Brasserie Artisanale du Sud;NULL;FRANCE;Europe
362;Mange-Soif Blonde de Soif;1,95;33;4,9;Blonde;NULL;Brasserie Artisanale du Sud;NULL;FRANCE;Europe
363;Songe-Fête Ambrée;2,09;33;4,8;Ambrée;NULL;Brasserie Artisanale du Sud;NULL;FRANCE;Europe
364;Aramis French Smash Beer;2,46;33;8,1;Blonde;NULL;Brasserie artisanale Gilbert's;NULL;FRANCE;Europe
365;Gilbert's Bière de Noël;2,88;33;7,4;Ambrée;NULL;Brasserie artisanale Gilbert's;NULL;FRANCE;Europe
366;Stout'Voiles Dehors;2,43;33;6,1;Brune;Stout;Brasserie artisanale Gilbert's;NULL;FRANCE;Europe
367;Lutina Ambrio;1,4;33;6,5;Ambrée;NULL;Brasserie Artisanale Lutina;NULL;FRANCE;Europe
368;Lutina Violetta;1,26;33;6;NULL;Bière Aromatisée;Brasserie Artisanale Lutina;NULL;FRANCE;Europe
369;B.A.S. Ambrée;2,96;33;4,5;Ambrée;NULL;Brasserie Artisanale Savoyarde;NULL;FRANCE;Europe
370;B.A.S. Blonde;2,45;33;4,8;Blonde;NULL;Brasserie Artisanale Savoyarde;NULL;FRANCE;Europe
371;Philomenn Rousse;1,52;33;6;Ambrée;NULL;Brasserie Artisanale Touken;NULL;FRANCE;Europe
372;Philomenn Stout;2,73;33;4,5;Brune;Stout;Brasserie Artisanale Touken;NULL;FRANCE;Europe
373;Philomenn Tourbée;1,17;33;8;Blonde;NULL;Brasserie Artisanale Touken;NULL;FRANCE;Europe
374;Spoum Triple;1,54;33;9;Blonde;NULL;Brasserie Artisanale Touken;NULL;FRANCE;Europe
375;Atlas;1,05;33;7,2;NULL;NULL;Brasserie Atlas;NULL;PAYS-BAS;Europe
376;621;1,69;33;7;Brune;NULL;Brasserie Authentique;NULL;BELGIQUE;Europe
377;Authentique Ambrée;1,49;33;5;Ambrée;NULL;Brasserie Authentique;NULL;BELGIQUE;Europe
378;Authentique Blonde;1,27;33;6,5;Blonde;NULL;Brasserie Authentique;NULL;BELGIQUE;Europe
379;Authentique de Noël;1,94;33;8;Blonde;Bière de Saison;Brasserie Authentique;NULL;BELGIQUE;Europe
380;Authentique Triple;2,01;33;9,5;Blonde;NULL;Brasserie Authentique;NULL;BELGIQUE;Europe
381;Pils des 3 Canaux;2,24;33;4,5;Blonde;Pils et Lager;Brasserie Authentique;NULL;BELGIQUE;Europe
382;Astra Rotlicht;1,57;33;6;Blonde;NULL;Brasserie Bavaria St Pauli;NULL;ALLEMAGNE;Europe
383;Astra Urtyp;1,94;33;4,9;NULL;Ale;Brasserie Bavaria St Pauli;NULL;ALLEMAGNE;Europe
384;Petrus Aged Pale;1,06;33;7,3;Blonde;NULL;Brasserie Bavik;NULL;BELGIQUE;Europe
385;Petrus Gouden Tripel;2,27;33;7,5;Blonde;Abbaye;Brasserie Bavik;NULL;BELGIQUE;Europe
386;Petrus Oud Bruin;1,1;33;5,5;Brune;NULL;Brasserie Bavik;NULL;BELGIQUE;Europe
387;Pony Stout;1,18;33;5,2;Brune;Stout;Brasserie Bavik;NULL;BELGIQUE;Europe
388;Baudelo Abdij;2,1;33;8,5;Ambrée;Abbaye;Brasserie Boelens;NULL;BELGIQUE;Europe
389;Bruegel;1,15;33;5,2;Ambrée;NULL;Brasserie Brabrux;NULL;BELGIQUE;Europe
390;Bière du Mont Saint Aubert;1,31;33;8;Blonde;NULL;Brasserie Brunehaut;NULL;BELGIQUE;Europe
391;Brunehaut Terroir;1,45;33;5;Blanche;NULL;Brasserie Brunehaut;NULL;BELGIQUE;Europe
392;Brunehaut Tradition;2,18;33;6,5;Ambrée;NULL;Brasserie Brunehaut;NULL;BELGIQUE;Europe
393;Brunehaut Village;2,93;33;6,5;Blonde;NULL;Brasserie Brunehaut;NULL;BELGIQUE;Europe
394;Levrette Bio;1,27;33;6,5;Ambrée;NULL;Brasserie Brunehaut;NULL;BELGIQUE;Europe
395;Ramée Blond;1,67;33;7,5;Blonde;NULL;Brasserie Brunehaut;NULL;BELGIQUE;Europe
396;Cap d'Ona Blonde Rossa;2,03;33;5,5;Blonde;NULL;Brasserie Cap d'Ona;NULL;FRANCE;Europe
397;Cap d'Ona Spéciale au Banyuls;2,29;33;5,5;Ambrée;Bière Aromatisée;Brasserie Cap d'Ona;NULL;FRANCE;Europe
398;Caracole (la);2,42;33;7,5;Ambrée;NULL;Brasserie Caracole;NULL;BELGIQUE;Europe
399;Nostradamus;1,31;33;9,5;Brune;NULL;Brasserie Caracole;NULL;BELGIQUE;Europe
400;O'Haras Irish Pale Ale;1,36;33;5,2;NULL;Ale;Brasserie Carlow;NULL;IRLANDE;Europe
401;O'Haras Irish Stout;3;33;4,3;Brune;Stout;Brasserie Carlow;NULL;IRLANDE;Europe
402;28 Brett;1,25;33;7,5;Ambrée;NULL;Brasserie Caulier;NULL;BELGIQUE;Europe
403;Blonde de Noël;1,38;33;10;Blonde;Bière de Saison;Brasserie Caulier;NULL;BELGIQUE;Europe
404;Bon Secours Ambrée;2,51;33;8;Ambrée;NULL;Brasserie Caulier;NULL;BELGIQUE;Europe
405;Bon Secours Blonde;2,98;33;8;Blonde;NULL;Brasserie Caulier;NULL;BELGIQUE;Europe
406;Bon Secours Brune;1,46;33;8;Brune;NULL;Brasserie Caulier;NULL;BELGIQUE;Europe
407;Bon Secours Myrtille;2,99;33;7;NULL;Bière Aromatisée;Brasserie Caulier;NULL;BELGIQUE;Europe
408;Caulier Triple;2,93;33;9;Blonde;Abbaye;Brasserie Caulier;NULL;BELGIQUE;Europe
409;Celtika blonde;1,49;33;6;Blonde;NULL;Brasserie Celtik;NULL;FRANCE;Europe
410;Levrette;2,97;33;5;Blonde;NULL;Brasserie Celtik;NULL;FRANCE;Europe
411;Coreff Ambrée;1,23;33;5;Ambrée;NULL;Brasserie Coreff;NULL;FRANCE;Europe
412;Coreff Blanche;2,75;33;4,5;Blanche;NULL;Brasserie Coreff;NULL;FRANCE;Europe
413;Coreff Blonde;2,35;33;4,2;Blonde;NULL;Brasserie Coreff;NULL;FRANCE;Europe
414;Coreff Brune;2,31;33;6,5;Brune;NULL;Brasserie Coreff;NULL;FRANCE;Europe
415;Youn (la);1,55;33;7,5;Blonde;NULL;Brasserie Coreff;NULL;FRANCE;Europe
416;Boris Goudenov;2,21;33;10,5;Brune;Stout;Brasserie Corrézienne;NULL;FRANCE;Europe
417;Brasserie Corrézienne Ambrée;2,06;33;5;NULL;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
418;Brasserie Corrézienne Blanche;2,15;33;4,5;Blanche;NULL;Brasserie Corrézienne;NULL;FRANCE;Europe
419;Brasserie Corrézienne Blonde;1,35;33;4,5;Blonde;NULL;Brasserie Corrézienne;NULL;FRANCE;Europe
420;Brasserie Corrézienne Noire;1,82;33;4,5;Brune;Stout;Brasserie Corrézienne;NULL;FRANCE;Europe
421;Brasserie Corrézienne Rouge;1,58;33;6,5;NULL;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
422;Brasserie Corrézienne Saison;1,66;33;7,5;Blonde;Bière de Saison;Brasserie Corrézienne;NULL;FRANCE;Europe
423;Brasserie Corrézienne Triple;2,95;33;9;Blonde;NULL;Brasserie Corrézienne;NULL;FRANCE;Europe
424;Chaleureuse (la);2,44;33;7,5;Blonde;Bière de Saison;Brasserie Corrézienne;NULL;FRANCE;Europe
425;Dordogne Valley;1,09;33;8,5;Blonde;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
426;Floreal;2,79;33;6,5;Ambrée;NULL;Brasserie Corrézienne;NULL;FRANCE;Europe
427;HopHopHop Amarillo;2,18;33;6,5;Blonde;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
428;HopHopHop Aramis;2,12;33;6,5;NULL;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
429;HopHopHop Cascade;1,17;33;6,5;Blonde;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
430;HopHopHop Citra;2,7;33;6,8;Blonde;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
431;HopHopHop Mosaic;1,75;33;6,5;Blonde;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
432;HopHopHop Nelson Sauvin;2,8;33;6,5;Blonde;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
433;HopHopHop Simcoe;2,37;33;6,5;Blonde;Ale;Brasserie Corrézienne;NULL;FRANCE;Europe
434;HopHopHop Triskel;1,42;33;6,5;Blonde;NULL;Brasserie Corrézienne;NULL;FRANCE;Europe
435;Prairial;1,36;33;4,5;Blonde;NULL;Brasserie Corrézienne;NULL;FRANCE;Europe
436;Wollt Ihr das Bett in Flammen Sehen;2,69;33;8,1;Blonde;NULL;Brasserie Corrézienne;NULL;FRANCE;Europe
437;Angélus (l');2;33;7;Blonde;Bière de Garde;Brasserie d'Annoeullin;NULL;FRANCE;Europe
438;Angélus de Noël (l');2,28;33;7,5;Ambrée;Bière de Saison;Brasserie d'Annoeullin;NULL;FRANCE;Europe
439;Rince Cochon (le);1,69;33;8,5;Blonde;Bière de Garde;Brasserie d'Annoeullin;NULL;FRANCE;Europe
440;Ardenne Stout;2,85;33;8;Brune;Stout;Brasserie de Bastogne;NULL;BELGIQUE;Europe
441;Bastogne Pale Ale;2,15;33;5;Blonde;NULL;Brasserie de Bastogne;NULL;BELGIQUE;Europe
442;1356 Jean le Bon;2,86;33;5,6;Blonde;NULL;Brasserie de Bellefois;NULL;FRANCE;Europe
443;1356 Prince Noir;1,74;33;6;Blonde;NULL;Brasserie de Bellefois;NULL;FRANCE;Europe
444;507 Clovis;2,15;33;5;Blanche;NULL;Brasserie de Bellefois;NULL;FRANCE;Europe
445;732 Charles Martel;1,9;33;5,6;Blonde;NULL;Brasserie de Bellefois;NULL;FRANCE;Europe
446;Bercloise Ambrée;1,04;33;7;Ambrée;NULL;Brasserie de Bercloux;NULL;FRANCE;Europe
447;Bercloise au Cognac;1,75;33;7;NULL;Bière Aromatisée;Brasserie de Bercloux;NULL;FRANCE;Europe
448;Bercloise Blanche;1,14;33;5,5;Blanche;NULL;Brasserie de Bercloux;NULL;FRANCE;Europe
449;Bercloise Blonde;2,34;33;5,5;Blonde;NULL;Brasserie de Bercloux;NULL;FRANCE;Europe
450;Bercloise Spéciale;2,78;33;8;Blonde;NULL;Brasserie de Bercloux;NULL;FRANCE;Europe
451;Bercloise Stout;1,38;33;5;Brune;Stout;Brasserie de Bercloux;NULL;FRANCE;Europe
452;Hellekapelle;1,66;33;5;Blonde;NULL;Brasserie de Bie;NULL;BELGIQUE;Europe
453;Helleketelbier;1,13;33;7;Blonde;NULL;Brasserie de Bie;NULL;BELGIQUE;Europe
454;Zatte Bie;2,36;33;9;Brune;NULL;Brasserie de Bie;NULL;BELGIQUE;Europe
455;Moneuse (la);2,83;33;8;Blonde;Bière de Saison;Brasserie de Blaugies;NULL;BELGIQUE;Europe
456;Vermontoise (la);2,98;33;6;Blonde;Bière de Saison;Brasserie de Blaugies;NULL;BELGIQUE;Europe
457;Spécial Block 6;2,7;33;6;Brune;NULL;Brasserie de Block;NULL;BELGIQUE;Europe
458;Pétasse (la);2,05;33;6;Ambrée;NULL;Brasserie de Bouillon;NULL;BELGIQUE;Europe
459;Bourbon;2,69;33;5;Blonde;NULL;Brasserie de Bourbon;NULL;FRANCE;Europe
460;Ar-Men Ambrée;2,2;33;5,4;Ambrée;NULL;Brasserie de Bretagne;NULL;FRANCE;Europe
461;Ar-men Blonde;1,29;33;5;Blonde;NULL;Brasserie de Bretagne;NULL;FRANCE;Europe
462;Britt Blanche;2,08;33;4,8;Blanche;NULL;Brasserie de Bretagne;NULL;FRANCE;Europe
463;Britt Blonde;2,38;33;5;Blonde;NULL;Brasserie de Bretagne;NULL;FRANCE;Europe
464;Britt Rousse;1,71;33;5,4;Ambrée;NULL;Brasserie de Bretagne;NULL;FRANCE;Europe
465;Celtika;1,48;33;8,8;Blonde;NULL;Brasserie de Bretagne;NULL;FRANCE;Europe
466;Gwiniz Du (Cuvée crêperie);1,8;33;5,4;NULL;NULL;Brasserie de Bretagne;NULL;FRANCE;Europe
467;Tournay;1,83;33;7,2;Blonde;NULL;Brasserie de Cazeau;NULL;BELGIQUE;Europe
468;Tournay Blonde;2,71;33;6,7;Blonde;NULL;Brasserie de Cazeau;NULL;BELGIQUE;Europe
469;Tournay Noire;1,72;33;7,6;Brune;NULL;Brasserie de Cazeau;NULL;BELGIQUE;Europe
470;Amérindienne (l');2,73;33;5;NULL;Ale;Brasserie de Fleurac;NULL;FRANCE;Europe
471;ASM Auv'Alie;2,89;33;7,2;Blonde;NULL;Brasserie de Fleurac;NULL;FRANCE;Europe
472;Cowboy & Indien Pale Ale;2,82;33;6,5;NULL;Ale;Brasserie de Fleurac;NULL;FRANCE;Europe
473;Fleurac Blonde;1,08;33;5;Blonde;NULL;Brasserie de Fleurac;NULL;FRANCE;Europe
474;Fleurac de Noël;2,99;33;8;Ambrée;NULL;Brasserie de Fleurac;NULL;FRANCE;Europe
475;Fleurac Imperial Stout au Café;1,74;33;9;Brune;Stout;Brasserie de Fleurac;NULL;FRANCE;Europe
476;Fleurac Noire à la Réglisse;2,15;33;7;Brune;Stout;Brasserie de Fleurac;NULL;FRANCE;Europe
477;Fleurac Rouge à la Gentiane;2,84;33;5,5;NULL;Bière Aromatisée;Brasserie de Fleurac;NULL;FRANCE;Europe
478;Fleurac Triple;2,49;33;8;Blonde;NULL;Brasserie de Fleurac;NULL;FRANCE;Europe
479;Fleurac Triple Brune IPA;1,54;33;8;Brune;NULL;Brasserie de Fleurac;NULL;FRANCE;Europe
480;Grains de Folie - Raisin Miel;2,72;33;10;Blonde;Bière Aromatisée;Brasserie de Fleurac;NULL;FRANCE;Europe
481;Abbaye de St Landelin;2,38;33;6,5;Blonde;Abbaye;Brasserie de Gayant;NULL;FRANCE;Europe
482;Abbaye de St Landelin Spéciale Noël;1,56;33;6,8;Ambrée;Bière de Saison;Brasserie de Gayant;NULL;FRANCE;Europe
483;Amadeus;1,32;33;4,5;Blanche;Bière Aromatisée;Brasserie de Gayant;NULL;FRANCE;Europe
484;Ambrée des Flandres;1,73;33;6,4;Ambrée;Bière de Garde;Brasserie de Gayant;NULL;FRANCE;Europe
485;Belzébuth;2,76;33;13;Blonde;NULL;Brasserie de Gayant;NULL;FRANCE;Europe
486;Bière du Démon (la);1,27;33;12;Blonde;NULL;Brasserie de Gayant;NULL;FRANCE;Europe
487;Divine Saint Landelin (la);1,58;33;8,5;Blonde;NULL;Brasserie de Gayant;NULL;FRANCE;Europe
488;Géante (la);2,82;33;7,4;Blonde;NULL;Brasserie de Gayant;NULL;FRANCE;Europe
489;Goudale;1,38;33;7,2;Blonde;NULL;Brasserie de Gayant;NULL;FRANCE;Europe
490;Grain d'Orge Cuvée 1898;1,55;33;8,5;Blonde;NULL;Brasserie de Gayant;NULL;FRANCE;Europe
